highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data
IGMP,NONE,192.168.10.9,224.0.0.22,-1,-1,0,0,-1,2017-07-03 17:26:37.651836,1499082997651,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667494,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667499,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667500,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667501,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667502,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667503,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667504,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667506,1499082997667,Unknown,
LLMNR,UDP,192.168.10.9,224.0.0.252,60372,5355,0,0,-1,2017-07-03 17:26:37.667507,1499082997667,Unknown,
NBNS,UDP,192.168.10.9,192.168.10.3,137,137,0,0,-1,2017-07-03 17:26:37.897192,1499082997897,Unknown,
NBNS,UDP,192.168.10.9,192.168.10.3,137,137,0,0,-1,2017-07-03 17:26:37.897196,1499082997897,Unknown,
NBNS,UDP,192.168.10.3,192.168.10.9,137,137,0,0,-1,2017-07-03 17:26:37.897423,1499082997897,Unknown,
NBNS,UDP,192.168.10.3,192.168.10.9,137,137,0,0,-1,2017-07-03 17:26:37.897427,1499082997897,Unknown,
DNS,UDP,192.168.10.9,192.168.10.3,63683,53,0,0,-1,2017-07-03 17:26:37.908429,1499082997908,Unknown,
